customer_id,name,age,gender,owns_car,owns_house,no_of_children,net_yearly_income,no_of_days_employed,occupation_type,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,credit_card_default
CST_163699,Kubota,45,F,N,Y,0.0,200314.14,615.0,Security staff,2.0,1.0,,34067.55,78,789.0,0,0,0
CST_148892,Kim,29,M,N,Y,1.0,233434.23,5346.0,Laborers,3.0,1.0,8394.62,37312.48,44,718.0,0,0,0
CST_124308,David Henry,54,M,Y,Y,0.0,237140.18,2978.0,Sales staff,2.0,0.0,47934.91,55678.98,48,737.0,0,0,0
CST_130575,Maria,24,F,Y,Y,2.0,148594.55,3496.0,Sales staff,4.0,0.0,43594.63,56905.17,85,943.0,0,0,0
CST_158064,Kaneko,28,M,Y,Y,0.0,177793.63,365248.0,Unknown,2.0,0.0,25484.14,20879.7,2,881.0,0,0,0
CST_133633,Vidya,31,M,Y,Y,0.0,252849.74,2954.0,Drivers,2.0,0.0,16577.78,34207.33,6,674.0,0,0,0
CST_117191,en Hirschler,43,F,Y,N,1.0,191313.68,538.0,Accountants,3.0,0.0,26326.66,59290.98,66,819.0,0,0,0
CST_135535,Se,55,M,N,Y,2.0,166594.34,3531.0,Drivers,4.0,0.0,26816.68,33166.77,72,898.0,0,0,0
CST_111726,Jennifer Hoyt,40,M,Y,Y,2.0,152132.5,636.0,Laborers,4.0,0.0,20668.72,52486.79,13,664.0,0,0,0
CST_127341,N,26,F,N,Y,0.0,99030.28,9477.0,Core staff,2.0,0.0,10536.08,17703.78,53,714.0,0,0,0
CST_124577,Mike Peacock,43,F,N,Y,0.0,144927.39,1320.0,Sales staff,2.0,0.0,13093.96,41120.48,46,917.0,0,0,0
CST_141726,Charles,39,F,N,Y,0.0,130309.38,3376.0,Laborers,1.0,0.0,17757.41,17318.26,58,693.0,0,0,0
CST_142265,Sinead,30,F,N,Y,0.0,338584.46,365241.0,Unknown,2.0,0.0,51630.33,114782.93,86,818.0,0,0,0
CST_107960,David Milliken,42,F,N,N,0.0,209885.77,2078.0,Accountants,2.0,0.0,38438.87,65191.49,40,874.0,0,0,0
CST_143631,Kevin,34,M,Y,Y,1.0,307836.89,1653.0,Laborers,3.0,0.0,36611.66,38713.8,97,791.0,0,0,0
CST_143606,Julie,25,M,Y,Y,1.0,236609.05,297.0,Drivers,3.0,0.0,33974.74,31037.4,2,917.0,0,0,0
CST_147816,Mehra,45,M,N,Y,0.0,110897.12,,Laborers,1.0,0.0,14579.29,25222.14,27,726.0,0,0,0
CST_122185,Tetsushi Kajimoto,27,F,N,Y,0.0,146841.25,1866.0,Sales staff,2.0,0.0,58202.74,35742.9,59,829.0,0,0,0
CST_156584,Rucinski,40,F,Y,N,1.0,264770.79,6326.0,Sales staff,3.0,0.0,79934.86,48205.55,34,865.0,0,0,0
CST_140276,Daum,47,F,N,Y,0.0,172722.07,365244.0,Unknown,2.0,0.0,20858.59,64903.86,28,911.0,0,0,0
CST_164058,Sharp,49,M,N,Y,0.0,241628.69,365251.0,Unknown,2.0,0.0,29878.75,79792.0,33,786.0,0,0,0
CST_165335,Pierson,27,M,N,Y,0.0,244665.35,365242.0,Unknown,1.0,0.0,27967.39,71277.14,70,665.0,0,0,1
CST_155315,Levine,49,F,N,Y,0.0,147326.78,433.0,Laborers,2.0,0.0,19857.3,39638.75,89,909.0,0,0,0
CST_157385,Carew,53,M,Y,N,0.0,143342.62,624.0,Unknown,2.0,1.0,17464.42,36079.61,25,854.0,0,0,0
CST_126166,Kate Holton,48,F,N,Y,0.0,379449.73,491.0,Managers,1.0,0.0,19725.26,85251.44,21,915.0,0,0,0
CST_103204,Sven Egenter,53,F,N,Y,0.0,163214.55,1774.0,Sales staff,1.0,0.0,44074.68,39480.13,72,640.0,1,1,1
CST_141417,Carey,43,M,Y,N,0.0,434735.34,583.0,Managers,2.0,0.0,27272.85,52764.67,33,655.0,0,0,0
CST_148142,Lawder,39,F,N,Y,0.0,143592.0,87.0,Unknown,1.0,0.0,16720.6,20440.35,2,909.0,0,0,0
CST_114961,Deepa Seetharaman,25,M,Y,Y,0.0,174809.77,365251.0,Unknown,2.0,0.0,35013.6,18951.67,7,859.0,0,0,0
CST_160388,Stempel,38,M,N,N,0.0,363684.19,1888.0,Core staff,2.0,0.0,76779.94,40820.83,60,712.0,0,0,0
CST_151301,Ingram,34,M,N,N,0.0,118213.96,368.0,Laborers,1.0,0.0,22200.04,23608.72,84,846.0,0,0,0
CST_137659,Sybille,36,F,N,Y,0.0,139277.83,3559.0,Unknown,2.0,0.0,39877.4,23049.44,4,839.0,0,0,0
CST_100440,Kevin Yao,48,F,N,Y,0.0,45152.91,365244.0,Unknown,2.0,0.0,8800.49,7168.14,68,897.0,0,0,0
CST_162489,Milliken,28,F,N,Y,0.0,89305.35,10739.0,Cooking staff,1.0,0.0,20763.9,24601.07,9,786.0,0,0,0
CST_132188,Alastair,48,F,Y,Y,1.0,235586.38,1542.0,Sales staff,2.0,,36881.21,87717.63,55,876.0,0,0,0
CST_134140,Jessica,31,M,N,Y,0.0,176987.34,7919.0,Laborers,2.0,0.0,72312.64,42565.27,62,925.0,0,0,0
CST_149358,Yun,38,F,N,N,0.0,283615.37,1992.0,Core staff,2.0,0.0,11159.42,56792.78,60,745.0,0,0,0
CST_110928,Suzanne Barlyn,55,F,N,N,0.0,276891.58,5747.0,Core staff,2.0,1.0,20620.57,32760.38,77,753.0,0,0,0
CST_144308,raden,48,F,Y,Y,0.0,144148.0,365250.0,Unknown,2.0,0.0,19548.75,29647.77,28,651.0,0,0,0
CST_148704,Takenaka,52,F,N,Y,0.0,146987.82,1372.0,Sales staff,2.0,0.0,30499.48,28208.16,49,662.0,0,0,0
CST_154458,Bart,30,F,N,Y,0.0,184834.49,2253.0,Cooking staff,1.0,0.0,33567.93,24160.47,82,660.0,0,0,0
CST_144167,Svea,34,M,N,Y,0.0,167466.28,240.0,Drivers,1.0,0.0,35908.22,30894.43,63,905.0,0,0,0
CST_134049,Alison,34,M,Y,Y,0.0,649425.86,505.0,Managers,2.0,0.0,57770.89,73137.97,44,871.0,0,0,0
CST_148613,Ablan,44,F,Y,N,3.0,211127.98,870.0,Unknown,5.0,0.0,51526.46,43246.0,88,716.0,0,0,0
CST_161565,Orphanides,43,F,Y,Y,0.0,339738.67,189.0,Accountants,2.0,1.0,21240.02,43051.8,14,760.0,0,0,0
CST_154391,Clarke,36,F,N,N,1.0,188629.15,130.0,Managers,3.0,0.0,7261.64,38434.11,19,727.0,0,0,0
CST_143570,Leika,32,F,N,Y,0.0,200089.61,1222.0,Sales staff,2.0,0.0,29583.24,54303.53,72,709.0,0,0,0
CST_163455,Lichterman,39,F,N,Y,0.0,109293.5,365244.0,Unknown,2.0,0.0,36602.92,14980.44,4,823.0,0,0,0
CST_124891,Muhammad Subarkah,46,M,N,Y,0.0,216864.84,2200.0,Laborers,1.0,0.0,56228.85,53437.76,35,928.0,0,0,0
CST_122485,Olesya Dmitracova,23,F,Y,Y,0.0,79418.43,365252.0,Unknown,2.0,0.0,54046.28,18843.45,64,697.0,0,0,0
CST_136193,Richard,33,F,Y,N,0.0,207438.87,2753.0,Sales staff,2.0,0.0,68547.5,64903.73,57,796.0,0,0,0
CST_117378,Jessica Wohl,36,F,Y,Y,0.0,232436.7,5544.0,Core staff,2.0,0.0,48824.55,54582.29,73,657.0,0,0,0
CST_107311,Janet McGurty,40,F,N,Y,1.0,140682.1,7314.0,Managers,3.0,0.0,30953.17,33329.27,63,894.0,0,0,0
CST_102101,Liana B.,39,M,Y,Y,0.0,246667.47,584.0,Core staff,2.0,0.0,21825.78,32105.67,27,686.0,0,0,0
CST_108837,Neil Maidment,47,F,N,Y,0.0,95501.86,1493.0,Medicine staff,2.0,0.0,24881.02,24739.71,30,876.0,0,0,0
CST_111152,Poornima Gupta,47,F,N,N,0.0,123998.84,1048.0,Unknown,1.0,1.0,20038.09,22471.7,87,720.0,0,0,0
CST_146930,Mikolajczak,53,F,N,Y,0.0,74688.38,365241.0,Unknown,2.0,0.0,32231.79,21198.72,54,747.0,0,0,0
CST_156188,Tara,30,F,N,Y,2.0,124402.33,445.0,Unknown,4.0,0.0,48453.82,22367.44,55,689.0,0,0,0
CST_141322,Miguel,34,F,N,Y,0.0,141554.19,495.0,Unknown,2.0,0.0,,21871.16,43,842.0,0,0,0
CST_113854,Jonathan Stempel,41,F,N,Y,0.0,121548.28,365240.0,Unknown,1.0,0.0,7385.18,35876.02,82,848.0,0,0,0
CST_142911,Maria,55,F,N,Y,0.0,194988.39,4216.0,Unknown,2.0,0.0,50870.52,47310.93,3,901.0,0,0,0
CST_137613,Sonali,48,F,N,Y,0.0,118187.76,365245.0,Unknown,2.0,0.0,19234.82,40819.06,13,930.0,0,0,0
CST_148391,Walter,48,F,N,Y,2.0,234617.11,,Sales staff,4.0,0.0,28964.61,79545.74,96,873.0,0,0,0
CST_102098,Miyoung Kim,53,F,Y,Y,0.0,231048.19,1079.0,Laborers,2.0,0.0,20848.83,47432.64,64,814.0,0,0,0
CST_136468,Hyunjoo,27,M,Y,N,0.0,240991.83,821.0,Drivers,2.0,0.0,29986.4,56873.39,27,705.0,0,0,0
CST_133289,Jasmin,55,F,N,Y,0.0,349440.59,6678.0,Laborers,2.0,0.0,52071.45,101419.53,46,651.0,0,0,0
CST_126480,Norihiko Shirouzu,29,F,Y,Y,0.0,410906.75,447.0,Cooking staff,1.0,0.0,45117.91,70525.69,99,560.0,1,1,1
CST_145686,Leila,38,F,N,N,0.0,185297.52,3489.0,Sales staff,2.0,0.0,69613.04,44884.78,46,825.0,0,0,0
CST_135276,Nate,45,M,N,N,1.0,143275.08,1332.0,Unknown,3.0,1.0,12876.77,16504.1,49,711.0,0,0,0
CST_137568,Tim,23,F,N,Y,0.0,61736.26,1174.0,Medicine staff,1.0,0.0,17573.75,23076.3,9,816.0,0,0,0
CST_120286,Sonali Paul,44,F,N,N,1.0,222161.5,687.0,Unknown,2.0,0.0,28483.82,51423.7,95,863.0,0,0,0
CST_103470,Eva Kuehnen,35,M,N,N,0.0,165136.01,1153.0,Security staff,2.0,0.0,8056.66,39536.37,87,810.0,0,0,0
CST_109462,Rick Rothacker,46,F,N,N,0.0,278655.02,836.0,Waiters/barmen staff,2.0,0.0,39302.77,87726.19,20,809.0,0,0,0
CST_156894,Spicer,48,M,N,Y,0.0,133526.66,3234.0,Drivers,2.0,0.0,51629.4,17131.5,48,678.0,0,0,0
CST_115722,Henry Foy,35,F,N,Y,0.0,305640.47,601.0,Accountants,1.0,0.0,33971.48,82372.03,48,935.0,0,0,0
CST_146478,Sagarika,31,F,N,Y,0.0,137031.63,365248.0,Unknown,1.0,0.0,27167.83,20058.53,35,818.0,0,0,0
CST_101094,Jan Strupczewski,48,F,N,Y,0.0,139492.34,3326.0,Sales staff,1.0,0.0,30414.59,23138.63,5,711.0,0,0,0
CST_104825,ill Rigby,31,M,Y,N,0.0,271254.05,1359.0,Core staff,1.0,1.0,18250.62,45825.79,42,758.0,0,0,0
CST_137647,Tan,48,F,N,Y,0.0,208964.62,365244.0,Unknown,2.0,0.0,38453.33,50418.63,1,949.0,0,0,0
CST_137257,Brett,27,F,N,Y,0.0,261912.18,1163.0,Unknown,1.0,0.0,15299.08,30571.53,96,513.0,2,0,1
CST_108862,Deepa Seetharaman,35,F,Y,Y,0.0,207737.89,365246.0,Unknown,2.0,0.0,48833.31,43424.19,28,883.0,0,0,0
CST_162197,Schomberg,47,F,N,N,0.0,272463.31,8509.0,Core staff,2.0,0.0,49368.31,60959.24,63,731.0,0,0,0
CST_124627,Jean-Baptiste Vey,50,F,Y,N,0.0,217595.57,3189.0,Managers,2.0,0.0,41319.54,81368.61,93,861.0,0,0,0
CST_122402,Satarupa Bhattacharjya,44,F,N,Y,1.0,119313.3,4665.0,Laborers,3.0,1.0,8712.03,26623.69,70,859.0,0,0,0
CST_136396,Deepa,24,M,N,N,1.0,269948.34,533.0,Unknown,2.0,0.0,20930.89,92900.8,45,887.0,0,0,0
CST_148019,Carew,35,F,N,N,0.0,209515.35,1590.0,Laborers,1.0,1.0,25705.53,37038.76,54,720.0,0,0,0
CST_113718,Soyoung Kim,44,M,Y,Y,1.0,152679.09,1192.0,Unknown,2.0,1.0,8972.12,24043.34,68,863.0,0,0,0
CST_161348,Finn,28,F,Y,Y,,149523.96,2914.0,Laborers,2.0,0.0,12073.56,31801.84,74,839.0,0,0,0
CST_119613,Taiga Uranaka,23,F,N,Y,2.0,116562.44,1728.0,Sales staff,4.0,0.0,21722.22,31697.92,72,607.0,1,1,1
CST_109130,Steve Gorman,38,F,,Y,1.0,337080.84,2230.0,Sales staff,3.0,0.0,37204.67,67526.67,24,875.0,0,0,0
CST_105105,raden Reddall,30,F,N,N,0.0,79336.23,365247.0,Unknown,1.0,0.0,19200.23,28834.69,43,802.0,0,0,0
CST_129627,Jessica,48,M,Y,Y,0.0,215966.01,1828.0,Drivers,2.0,1.0,29698.62,38702.37,10,911.0,0,0,0
CST_115102,Aurindom Mukherjee,30,F,Y,Y,2.0,147768.53,465.0,Medicine staff,4.0,1.0,37761.72,35290.46,25,874.0,0,0,0
CST_157717,Raymond,36,F,N,Y,0.0,135652.36,365242.0,Unknown,1.0,0.0,19797.66,47016.91,46,710.0,0,0,0
CST_140600,Carey,29,M,N,Y,0.0,228392.53,511.0,Laborers,1.0,0.0,51756.29,50744.45,81,553.0,1,1,1
CST_153038,Alper,25,M,Y,Y,0.0,153419.99,630.0,Drivers,2.0,0.0,25418.23,48503.03,23,672.0,0,0,0
CST_158025,"ODonnell""",52,M,Y,N,0.0,142127.87,1926.0,Laborers,2.0,1.0,26797.92,24551.49,79,685.0,0,0,0
CST_121042,Campos David,31,M,N,N,0.0,183039.66,365249.0,Unknown,2.0,0.0,60597.39,46322.98,83,523.0,2,0,1
CST_161801,Stempel,35,F,Y,Y,0.0,266771.6,365242.0,Unknown,2.0,0.0,34504.47,30720.05,34,938.0,0,0,0
CST_102574,Tim Hepher,48,F,N,N,0.0,97582.86,365249.0,Unknown,1.0,0.0,14860.42,28861.46,82,597.0,1,1,1
CST_107788,ra Alper,48,F,Y,Y,0.0,174377.78,365247.0,Unknown,2.0,0.0,42439.35,37348.88,64,756.0,0,0,0
CST_113927,Nate Raymond,25,M,Y,Y,0.0,380233.98,3472.0,Managers,2.0,0.0,62124.77,86041.24,26,935.0,0,0,0
CST_117708,David Ingram,31,F,,Y,1.0,218259.8,7469.0,Medicine staff,3.0,0.0,28413.97,51180.94,45,802.0,0,0,0
CST_151873,Clarke,46,M,N,N,0.0,66326.23,365252.0,Unknown,2.0,0.0,30506.86,8848.06,37,681.0,0,0,0
CST_110959,Richard Leong,40,F,N,N,1.0,57364.83,365252.0,Unknown,3.0,0.0,7502.67,13693.24,2,801.0,0,0,0
CST_138781,Leah,38,F,Y,Y,0.0,137369.84,1150.0,Sales staff,2.0,0.0,27648.32,16352.08,22,899.0,0,0,0
CST_156821,Cremer,29,F,N,Y,0.0,213127.39,365246.0,Unknown,2.0,0.0,13669.94,53389.16,48,923.0,0,0,0
CST_150885,Temple-West,29,F,N,N,2.0,131927.39,5528.0,Cooking staff,3.0,0.0,42516.51,26672.08,85,694.0,0,0,1
CST_134701,William,41,F,N,N,3.0,163763.64,3208.0,Medicine staff,5.0,0.0,18839.0,31479.7,3,679.0,0,0,0
CST_118835,Ece Toksabay,41,F,N,Y,1.0,64867.71,677.0,Unknown,3.0,0.0,12153.87,16785.02,55,900.0,0,0,0
CST_146899,White,37,F,N,Y,2.0,158734.11,1473.0,Accountants,4.0,0.0,22314.34,26150.92,52,903.0,0,0,0
CST_114005,Karen Freifeld,50,F,N,Y,1.0,124647.86,1478.0,Unknown,3.0,0.0,32141.6,42610.16,67,665.0,0,0,0
CST_146904,Richwine,45,F,N,Y,1.0,383881.62,3704.0,Medicine staff,3.0,0.0,42649.18,134151.16,38,688.0,0,0,0
CST_123674,Laurence Frost,41,M,Y,N,0.0,216424.04,2440.0,Laborers,2.0,1.0,76742.43,27491.17,18,817.0,0,0,0
CST_147098,Yue,39,M,N,Y,0.0,131037.17,645.0,Laborers,1.0,1.0,27142.23,23947.16,47,796.0,0,0,0
CST_106537,Kate Holton,55,M,Y,Y,0.0,389793.82,1759.0,Unknown,2.0,1.0,15739.83,69941.93,97,865.0,0,0,0
CST_143783,Jim,40,F,Y,N,3.0,130423.29,4783.0,Unknown,5.0,1.0,20190.52,26993.43,48,862.0,0,0,0
CST_133623,Jonathan,47,M,Y,N,0.0,265308.08,429.0,Unknown,2.0,0.0,73201.33,41871.46,96,840.0,0,0,0
CST_111289,Andrew Longstreth,50,M,Y,Y,0.0,197127.01,271.0,Core staff,1.0,1.0,55805.56,26964.8,19,650.0,0,0,0
CST_154602,Jewkes,46,M,Y,Y,0.0,147503.37,9107.0,Laborers,2.0,0.0,23951.61,24482.83,67,883.0,0,0,0
CST_113514,Anna Ringstrom,40,M,Y,Y,0.0,216206.56,365251.0,Unknown,2.0,0.0,38109.26,28072.96,88,821.0,0,0,0
CST_135994,Alan,36,F,N,Y,0.0,105012.73,3126.0,Managers,2.0,0.0,24603.99,25242.68,96,886.0,0,0,0
CST_161476,Seetharaman,30,F,Y,Y,2.0,55969.33,9337.0,Unknown,4.0,1.0,36697.99,13071.09,49,824.0,0,0,0
CST_122302,Julia Payne,29,F,N,N,0.0,92418.47,1602.0,Unknown,2.0,1.0,32915.48,13178.43,44,901.0,0,0,0
CST_155161,Lange,40,F,N,Y,0.0,196822.58,2556.0,Managers,1.0,0.0,19931.89,55301.18,18,695.0,0,0,0
CST_137876,Annika,28,F,Y,Y,0.0,204447.87,365251.0,Unknown,2.0,0.0,44574.45,30640.37,5,827.0,0,0,0
CST_107979,Myles Neligan,51,F,N,Y,2.0,82826.41,932.0,Low-skill Laborers,4.0,1.0,34494.84,26550.13,74,550.0,1,1,1
CST_158110,Vinocur,48,F,N,Y,1.0,166928.17,764.0,Laborers,3.0,1.0,14203.63,20057.91,21,793.0,0,0,0
CST_110794,Bernie Woodall,25,F,N,N,0.0,88718.13,1318.0,Unknown,2.0,1.0,5334.18,31133.97,22,771.0,0,0,0
CST_117398,Aman Shah,24,M,Y,Y,0.0,121562.08,3527.0,Security staff,2.0,1.0,24700.94,34265.95,75,744.0,0,0,0
CST_146310,Olivia,47,F,N,Y,0.0,321757.35,1322.0,Managers,2.0,1.0,42504.88,40960.8,78,688.0,0,0,0
CST_157933,Jin,47,F,Y,Y,0.0,169312.79,2693.0,Managers,2.0,0.0,21624.75,23768.32,2,677.0,0,0,0
CST_151198,Byrnes,40,F,Y,N,0.0,246177.11,3313.0,Unknown,2.0,1.0,30422.23,71838.79,4,755.0,0,0,0
CST_138500,Herbert,41,F,Y,N,0.0,74541.52,963.0,Waiters/barmen staff,2.0,0.0,10134.03,12944.25,21,696.0,0,0,0
CST_101390,Kentaro Sugiyama,23,F,N,N,0.0,85913.02,198.0,Core staff,2.0,1.0,47860.55,18178.45,87,805.0,0,0,0
CST_129055,Dinesh,48,F,N,Y,0.0,123706.03,365245.0,Unknown,2.0,0.0,9350.18,35680.14,38,662.0,0,0,0
CST_165446,Leong,51,F,N,Y,0.0,62619.17,168.0,Cooking staff,2.0,0.0,27943.24,16276.73,63,747.0,0,0,0
CST_159900,Gupta,45,F,N,Y,0.0,140108.07,365245.0,Unknown,2.0,0.0,26201.55,28379.85,98,906.0,0,0,0
CST_159358,Berkowitz,34,F,N,Y,0.0,185396.23,365241.0,Unknown,1.0,0.0,23454.71,53363.1,27,946.0,0,0,0
CST_155106,Ablan,31,F,,Y,0.0,206675.04,592.0,Security staff,1.0,0.0,19247.29,24950.1,27,928.0,0,0,0
CST_117197,Alison Griswold,37,M,Y,Y,0.0,879553.84,2279.0,Managers,1.0,0.0,52839.41,194618.06,74,503.0,1,0,1
CST_108594,Caroline Valetkevitch,42,M,Y,N,1.0,218764.86,1042.0,Unknown,3.0,1.0,71848.01,28195.13,74,617.0,1,1,1
CST_109062,Jason Lange,54,F,Y,Y,0.0,196702.03,3767.0,Unknown,1.0,1.0,28226.97,37816.79,36,908.0,0,0,0
CST_136725,Soyoung,55,M,,N,1.0,349946.55,7179.0,Laborers,3.0,0.0,29527.08,120337.26,73,949.0,0,0,0
CST_156258,Slater,25,F,Y,Y,0.0,110146.9,365252.0,Unknown,1.0,0.0,27863.67,35338.37,56,892.0,0,0,0
CST_154374,Siebelt,54,F,N,Y,0.0,162969.16,365242.0,Unknown,2.0,0.0,42448.21,56814.78,77,679.0,0,0,0
CST_155584,Foy,23,F,Y,Y,0.0,103132.45,873.0,Sales staff,2.0,1.0,24633.95,12868.45,13,880.0,0,0,0
CST_118965,Katya Wachtel,40,M,N,Y,0.0,143078.62,3422.0,Laborers,2.0,1.0,31455.32,31062.3,91,882.0,0,0,0
CST_146120,Dominic,23,F,N,N,2.0,211251.55,627.0,Laborers,3.0,1.0,34516.42,27146.46,11,670.0,0,0,0
CST_131955,Megan,33,M,N,Y,0.0,318776.87,551.0,Unknown,2.0,1.0,23234.51,41469.27,47,842.0,0,0,0
CST_138553,Nate,37,M,Y,N,0.0,219129.11,243.0,Managers,2.0,1.0,29054.52,51387.07,4,726.0,0,0,0
CST_147450,Uranaka,38,F,Y,Y,0.0,201816.19,472.0,Unknown,1.0,0.0,36045.36,66540.63,57,942.0,0,0,0
CST_130343,John,33,M,N,Y,3.0,600445.87,2110.0,Managers,5.0,1.0,,148313.03,40,774.0,0,0,0
CST_111890,Soyoung Kim,54,M,Y,Y,0.0,85849.08,4770.0,Unknown,2.0,1.0,36004.5,19191.64,64,877.0,0,0,0
CST_156151,Rosen,26,F,N,Y,0.0,177209.59,2686.0,Laborers,2.0,0.0,11778.85,19188.96,9,808.0,0,0,0
CST_130846,Noel,42,F,Y,Y,0.0,284695.41,8895.0,Laborers,2.0,0.0,37875.8,32437.71,25,884.0,0,0,0
CST_107098,Carlos Ruano,36,F,N,Y,,198164.0,1662.0,Core staff,1.0,0.0,42780.73,41247.55,53,940.0,0,0,0
CST_120892,LaCapra,45,F,N,Y,0.0,142679.99,365242.0,Unknown,1.0,0.0,36875.89,25472.14,35,844.0,0,0,0
CST_152826,McCool,24,F,N,Y,0.0,316582.09,5504.0,Managers,2.0,0.0,54803.67,99304.77,27,937.0,0,0,0
CST_163294,Rampton,43,F,N,Y,3.0,103747.77,577.0,Core staff,5.0,0.0,12724.64,32198.8,40,786.0,0,0,0
CST_128600,Ransdell,53,F,N,N,,143494.83,2082.0,Medicine staff,2.0,0.0,10886.44,43976.09,11,858.0,0,0,0
CST_160781,Noonan,52,F,N,N,1.0,164866.88,1114.0,Core staff,3.0,0.0,21123.46,33205.18,40,700.0,0,0,0
CST_163948,da,45,F,N,Y,1.0,72349.63,665.0,Laborers,3.0,1.0,18712.54,26566.14,41,709.0,0,0,0
CST_127657,Damouni,29,M,N,N,2.0,501933.02,3009.0,Core staff,3.0,0.0,51590.83,105386.49,43,711.0,0,0,0
CST_135181,"""Joseph",35,F,Y,Y,0.0,170100.62,2674.0,Laborers,1.0,1.0,20567.19,48578.57,71,651.0,0,0,0
CST_132911,Marc,54,M,Y,Y,0.0,134904.84,3643.0,Security staff,2.0,0.0,24374.39,45235.27,60,761.0,0,0,0
CST_107909,Dinesh Nair,27,M,N,Y,0.0,171653.0,2818.0,Laborers,2.0,1.0,54080.89,40748.53,71,704.0,0,0,0
CST_122916,Nick Zieminski,23,F,N,N,0.0,182545.54,348.0,Core staff,1.0,0.0,45237.81,29749.77,82,940.0,0,0,0
CST_148972,Saphir,36,F,N,Y,0.0,248020.05,2435.0,Unknown,2.0,0.0,30945.38,42511.79,26,826.0,0,0,0
CST_152332,Goldstein,24,M,Y,N,,104116.74,2041.0,Laborers,3.0,0.0,31439.67,33804.9,80,632.0,1,1,1
CST_136182,Aruna,43,F,N,Y,0.0,165751.95,365243.0,Unknown,2.0,0.0,21444.99,55545.42,40,898.0,0,0,0
CST_142164,Silke,39,F,N,N,0.0,242414.04,2191.0,Private service staff,1.0,0.0,25925.15,70966.55,95,912.0,0,0,0
CST_139177,Tan,47,M,N,Y,2.0,509165.41,2245.0,Managers,4.0,1.0,20917.85,95116.51,88,756.0,0,0,0
CST_139667,Siddharth,31,M,Y,Y,3.0,81546.83,692.0,Drivers,5.0,0.0,9560.97,15628.58,66,825.0,0,0,0
CST_148496,Adler,45,F,N,Y,0.0,245240.55,7416.0,Medicine staff,2.0,0.0,30427.53,53755.62,64,940.0,0,0,0
CST_143803,Fergus,36,F,N,Y,1.0,195842.4,569.0,Unknown,3.0,1.0,10270.0,40513.03,69,833.0,0,0,0
CST_130782,Nick,48,M,Y,Y,1.0,320367.06,2699.0,Managers,3.0,0.0,22228.8,47580.77,83,659.0,0,0,1
CST_148787,Hudson,46,F,Y,Y,0.0,79642.28,716.0,Laborers,2.0,0.0,10533.6,14796.95,22,940.0,0,0,0
CST_158818,Wolf,52,M,N,Y,0.0,86754.07,365247.0,Unknown,1.0,0.0,7309.11,18072.62,55,894.0,0,0,0
CST_117593,Sinead Carew,33,F,N,Y,0.0,178515.88,365243.0,Unknown,1.0,0.0,25785.28,63387.92,12,704.0,0,0,0
CST_123923,Swetha Gopinath,40,F,N,N,0.0,750597.94,12221.0,Managers,2.0,0.0,92242.6,87847.65,32,679.0,0,0,0
CST_128395,Benjamin,53,F,N,N,0.0,168938.96,760.0,Sales staff,1.0,0.0,30530.7,53197.74,78,714.0,0,0,0
CST_139908,Lisa,47,M,Y,N,0.0,217281.31,5811.0,Drivers,2.0,0.0,79251.67,43601.16,65,851.0,0,0,0
CST_112778,Kelvin Soh,24,F,N,Y,0.0,52970.4,365242.0,Unknown,1.0,0.0,14395.95,10651.86,2,914.0,0,0,0
CST_160239,Hughes,25,F,Y,N,0.0,217803.22,1327.0,Accountants,2.0,0.0,46085.9,56941.84,58,793.0,0,0,0
CST_108664,Grant McCool,31,F,N,N,1.0,153247.53,2994.0,Laborers,2.0,1.0,20741.0,26141.86,94,778.0,0,0,0
CST_162730,Goh,41,F,N,N,0.0,170376.35,600.0,Sales staff,2.0,0.0,19251.53,20719.55,37,909.0,0,0,0
CST_154785,Pattanaik,46,F,N,Y,0.0,97228.39,150.0,Core staff,2.0,1.0,9921.54,15680.51,31,706.0,0,0,0
CST_161971,Sheppard,44,M,N,Y,0.0,116829.52,5840.0,Laborers,2.0,0.0,8622.73,12488.39,50,841.0,0,0,0
CST_138201,Soyoung,26,F,,Y,0.0,181031.37,10622.0,Accountants,2.0,0.0,50731.57,49489.66,20,862.0,0,0,0
CST_159759,Serapio,54,M,Y,N,0.0,240334.26,183.0,Security staff,1.0,0.0,52320.76,52898.85,22,757.0,0,0,0
CST_101648,Liana B.,37,F,Y,Y,2.0,145870.26,575.0,Drivers,3.0,0.0,19330.65,21260.75,60,716.0,0,0,0
CST_146112,Swetha,47,F,N,Y,1.0,150657.38,765.0,Laborers,2.0,1.0,22606.13,24278.3,93,534.0,0,1,1
CST_146660,Karen,38,F,Y,Y,1.0,327460.51,3963.0,Security staff,3.0,0.0,44835.6,54745.9,14,785.0,0,0,0
CST_125733,Rose Ingrid,26,F,N,N,0.0,124697.15,3829.0,Core staff,2.0,0.0,37851.85,26025.21,25,924.0,0,0,0
CST_110630,Jason Lange,45,M,N,N,0.0,241018.43,1236.0,Managers,2.0,0.0,80071.43,53972.66,40,782.0,0,0,0
CST_136034,Marius,55,M,N,Y,0.0,191834.36,1456.0,Laborers,2.0,1.0,15383.05,21344.27,53,854.0,0,0,0
CST_160161,Polansek,33,F,N,Y,0.0,84541.47,2952.0,Sales staff,2.0,0.0,20185.49,16307.54,56,756.0,0,0,0
